ref	ball_pos	gear_angle	motor_voltage	zero
-0.700	4.324	-0.365	0.892	0.000
-0.700	4.324	-0.373	0.875	0.000
-0.700	4.326	-0.376	0.868	0.000
-0.700	4.326	-0.382	0.854	0.000
-0.700	4.324	-0.383	0.851	0.000
-0.700	4.321	-0.389	0.837	0.000
-0.700	4.324	-0.392	0.830	0.000
-0.700	4.324	-0.398	0.816	0.000
-0.700	4.324	-0.399	0.812	0.000
-0.700	4.324	-0.404	0.802	0.000
-0.700	4.326	-0.410	0.788	0.000
-0.700	4.326	-0.413	0.781	0.000
-0.700	4.324	-0.416	0.774	0.000
-0.700	4.324	-0.420	0.764	0.000
-0.700	4.324	-0.424	0.753	0.000
-0.700	4.324	-0.427	0.747	0.000
-0.700	4.326	-0.430	0.740	0.000
-0.700	4.326	-0.432	0.736	0.000
-0.700	4.321	-0.438	0.722	0.000
-0.700	4.326	-0.441	0.715	0.000
-0.700	4.326	-0.445	0.705	0.000
-0.700	4.329	-0.448	0.698	0.000
-0.700	4.324	-0.450	0.694	0.000
-0.700	4.326	-0.452	0.687	0.000
-0.700	4.326	-0.458	0.674	0.000
-0.700	4.321	-0.460	0.670	0.000
-0.700	4.326	-0.463	0.663	0.000
-0.700	4.326	-0.467	0.653	0.000
-0.700	4.326	-0.472	0.642	0.000
-0.700	4.326	-0.473	0.639	0.000
-0.700	4.324	-0.475	0.635	0.000
-0.700	4.324	-0.478	0.628	0.000
-0.700	4.326	-0.481	0.621	0.000
